Ingredient List,Sweeteners?
"SYNTHETIC FOOD COLOUR-124, autolyzed yeast extract, Edible vegetable oil (Palm oil), nitrous oxide, neotame, Emulsifier (322)",neotame
"PRESERVATIVES (280, 281 & 200], NATURAL FOOD COLOUR (150), EDIBLE VEGETABLE OILS (PALM), Sorbitol, Cocoa solids, FLAVOURING SUBSTANCE, PRESERVATIVE (211)",Sorbitol
"Emulsifier (INS 322), sugar, IMPROVERS[170(1) 510], Natural flavoring, Asafoetida, fructose","sugar, fructose"
"EMULSIFIERS (322,412,472e,471), acesulfame-K, microparticulated egg white protein, ANTIOXIDANT, SOYA FLOUR, sodium nitrite",acesulfame-K
"Preservative (282), REFINED PALMOLEIN, Edible common Sequestrant (339(1))",nil
"APPLE ACIDITY REGULATOR 330, Acidity regulator (339(1)), Antioxidant(E300), Emulsifier (INS 322)",nil
"ADDED FLAVOUR SUBSTANCES, ANTIOXIDANT (INS 322(1)), Cocoa Solids, iron ammonium citrate, RAGI FLOUR,  ACIDITY REGULATORS (330, 331())",nil
"Wheat Gluten, azodicarbonamide, Artificial flavoring substance., egg yolks, Sorbitol, calcium propionate, Emulsifier (322)",Sorbitol
"BUTTER, CAFFEINE, xanthan gum",nil
"Leavening agents ((5000), 503)), Natural flavoring, Acidity Regulator (INS-330)",nil
"potassium sorbate, Powdered sugar, ARTIFICIAL FLAVOURING SUBSTANCES, BUTTER, Purified Water, Cocoa Solids",Powdered sugar
"EMULSIFIERS (322,412,472e,471), EMULSIFIERS [481(i), 471 & 472e], Spices, Red Chilli Powder",nil
"Soy lecithin, Preservative (282), Sorbitol, APPLE ACIDITY REGULATOR 330, Emulsifier ((471),460())",Sorbitol
"and spices, Food Colours (171, 110, 102),, Brown sugar",Brown sugar
"lactase, Edible Vegetable Oil (Soyabean, Palmolein), potassium sorbate, Purified Water",nil
"Vitamin E, Yeast, SYNTHETIC FOOD COLOUR-124, ACIDITY REGULATOR (INS 330)",nil
"Noodle powder, Steviol Glycosides, ALMOND, folate or folic acid, Natural flavoring, BHT",Steviol Glycosides
"SOYA FLOUR, ADDED FLAVOUR (NATURAL FLAVOURING SUBSTANCES, HONEY",HONEY
"caramel color, polydextrose, Permitted Emulsifier (E481()), Orange Fruit Powder, NATURAL FOOD COLOUR (150)",nil
"ACIDITY REGULATOR (CITRIC ACID), Agave syrup, folate or folic acid, Guava Pulp",Agave syrup
"Milk Solids, SYNTHETIC FOOD COLOURS (INS 102 & 133), Wheat flour (Maida)",nil
"LEMON JUICE CONCENTRATE, Mixed spices, Spices, sorbitan monostearate",nil
"ADDED FLAVOUR SUBSTANCES, Agave syrup, polysorbates, Carbon dioxide, Emulsifier (INS 322)",Agave syrup
"Tertiary Butylhydroquinone (Antioxidant, E319), Purified Water, Sunflower Oil, Sorbitol, Bengal gram dal",Sorbitol
"LEMON JUICE CONCENTRATE, Edible vegetable oil (Palm oil), calcium propionate",nil
"Whole Wheat, Thickener (508), Milk Solids, Gur (Jaggery)",Gur (Jaggery)
"Preservative (282), Cinnamon, Organic Jaggery, Spices, SPICES AND CONDIMENTS ",Organic Jaggery
"FD&C Red Nos. 3 and 40, Toned Milk Dahi, fruit and vegetable juices, Wheat flour (Maida), Carbon dioxide, Purified Water, Emulsifiers [471,481 (i)]",nil
"niacinamide, Acidity Regulator (INS 330)., saffron",nil
"ORANGE JUICE, polysorbates, ADDED ORANGE FLAVOURS ",nil
"MANGO PULP, mono- and diglycerides, Monosodium glutamate, Antioxidant(E300), Palmolein, Antioxidant (INS 307b), Sunflower Oil",nil
"Purified Water, Orange Juice Concentrate, xanthan gum",nil
"EDTA, Vitamin A (Ace Vitamin D2 (Ergocalciferol), CORN FLAKES, ANTIOXIDANT (INS 322(1)), Stabilizer (407)",nil
"ADDED ORANGE FLAVOUR, mineral (Calcium carbonate), sorbitan monostearate, Spices",nil
"Vitamin E, Baking soda, Xylitol, Food Colours (171, 110, 102),, Ragi",Xylitol
"Gur (Jaggery), Synthetic Food Colour (INS-122)(INS-124), BUTTER, Cocoa Solids, Carbon dioxide, sugar, Citrus Red No. 2","Gur (Jaggery), sugar"
"Butter, Humectant (4510), EMULSIFIERS [481(i), 471 & 472e], SYNTHETIC FOOD COLOUR (INS 133), Palmolein, cochineal extract or carmine, Calcium sulfate",nil
"Antioxidant (300)., MILK SOLIDS, whey protein concentrate, Acidity regulators (5000), 5010))&170(0)), ARTIFICIAL FLAVOURING SUBSTANCES ETHYL VANILLIN, Acidity regulators (330&500()), SYNTHETIC FOOD COLOURS (E102 & E133)",nil
"SOYA FLOUR, sucralose, Steviol Glycosides, Edible Salt","sucralose, Steviol Glycosides"
"Permitted Emulsifier (E481()), Acidity regulators (330&500()), NATURE IDENTICAL FLAVOURING SUBSTANCES CHOCOLATE, Calcium sulfate, lactase",nil
"PRESERVATIVE (211), EMULSIFIERS [481(i), 471 & 472e], disodium guanylate or inosinate, Glycerin",nil
"WATER, ADDED ORANGE FLAVOUR, ANTICAKING AGENT(INS 554), COCOA BUTTER, lactase, FLAVOURING SUBSTANCES, Aspartame",Aspartame
"Soya Flour, Lactitol, L-lysine",Lactitol
"Spices & Condiments, Thickener (508), ACIDITY REGULATOR (INS 330), beta-carotene",nil
"ANTICAKING AGENT(INS 554), stabilizer (INS 170), Flavour Enhancers (INS 627&INS 631)., Purified Water",nil
"EDIBLE VEGETABLE OILS (PALM), ammonium phosphate, ammonium hydroxide, mono- and diglycerides, ARTIFICIAL FLAVOURING SUBSTANCES ETHYL VANILLIN, Vitamin B1 (The chloride hydrochloride)",nil
"Lactitol, STABILIZER (PECTIN) , colour (INS 150d), Guava Pulp, Acidity Regulator (INS 260)",Lactitol
"Peanut, Vitamin B2 (Riboflavin), Flax & Sesame Seeds, Flavour Enhancers E627 E631",nil
"calcium propionate, Acidity Regular (INS-330), ADDED FLAVOUR SUBSTANCES, corn flour",nil
"Cumin Seed, beta carotene, FD&C Green No. 3, WHEAT FLOUR, sodium erythorbate, Anticaking Agent (INS 551)",nil
"Rock Salt, Vitamin E, ORANGE JUICE, Thickener (508), ammonium hydroxide",nil
"Humectant (4510), SYNTHETIC FOOD COLOURS (110, 102), fructose, Wheat Flour",fructose
"Cumin Seed, lactase, Emulsifier (Soya lecithin), Class II Preservative (INS-211), Flour Treatment Agent (1100), EDTA",nil
"folate or folic acid, IMPROVERS[170(1) 510], COMMON SALT, CONTAINS PERMITTED NATURAL COLOUR",nil
"ANTICAKING AGENT(INS 554), Flavour enhancer (635), Anticaking Agent (INS 551)",nil
"SOYA FLOUR, Sesame Seeds, Organic Jaggery, Edible starch",Organic Jaggery
"PRESERVATIVES (280, 281 & 200], sucralose, Steviol Glycosides, BLACK SALT, ALMOND","sucralose, Steviol Glycosides"
"Cinnamon, Enzymes, Flour Treatment Agent (1100)",nil
"Edible Vegetable Oil (Mustard Oil), ADDED ORANGE FLAVOUR, MALTITOL (965), monocalcium phosphate, ADDED FLAVOUR (NATURAL FLAVOURING SUBSTANCES",MALTITOL (965)
"FLOUR, high fructose corn syrup, artificial flavor",high fructose corn syrup
"Toned Milk Dahi, alpha tocopherols, Antioxidant (300).",nil
"MIXED FRUIT, EDIBLE VEGETABLE OIL, Vitamin B2 (Riboflavin), ORANGE JUICE, corn flour, Ferrous Citrate",nil
"EMULS 472e, 481 (1), sodium nitrite, Thickeners (508 & 412), Mannitol",Mannitol
"Flavour Enhancers (INS 627&INS 631)., GLUTEN, Class II Preservative (INS-211), Water, CHOCO CREAM, L-cysteine",nil
"CORN FLAKES, Tertiary Butylhydroquinone (Antioxidant, E319), ammonium hydroxide, ADDED ORANGE FLAVOUR",nil
"Food Colours (171, 110, 102),, Soya Flour, Acidity regulator (339(1)), LIQUID GLUCOSE",LIQUID GLUCOSE
"FRUIT JUICE POWDER, Bengal gram dal, Cocoa Solids, BLACK SALT, WATER, Cold Pressed Coconut Oil, Natural flavoring",nil
"Vitamin E, ANTICIDANT [300], amino acids, Thickeners (508 & 412), NATURAL SPICE OILS, IMPROVERS[170(1) 510], Refined Wheat Flour",nil
"Edible starch, SPICES AND CONDIMENTS , Maple sugar, folate or folic acid, Refined Palmolein oil, Edible common Sequestrant (339(1))",Maple sugar
"potassium sorbate, Molasses, Edible Common salt, CLASS II PRESERVATIVE",Molasses
"Dextrose, L-tryptophan, Acidity Regulator (INS 260), Molasses, REFINED PALMOLEIN","Dextrose, Molasses"
"L-tryptophan, Ragi, hydrolyzed soy protein, COLOUR(S) (INS 150c, INS 150d), Refined Wheat flour (Maida), REFINED WHEAT FLOUR",nil
"Milk solids, Antioxidant(E300), Rice Flakes, ARTIFICIAL FLAVOUR SUBSTANCES (ROSE), Maltodextrin",Maltodextrin
"Antioxidant(E300), L-lysine, Dextrose, Milk Solids",Dextrose
"Citrus Red No. 2, Vitamin B1 (The chloride hydrochloride), Spices & Condiments, Cellulose gel, HONEY, FRUIT AND VEGETABLE EXTRACTS",HONEY
"Sodium Hydrogen Carbonate (Raising Agent, E500 (ii)), Guava Pulp, NATURAL COLOUR (160a (i)), ROLLED OATS, Emulsifier (INS 322), alpha tocopherols",nil
"Acidity regulators (5000), 5010))&170(0)), ARTIFICIAL FLAVOUR SUBSTANCES (ROSE), Calcium silicate, FD&C Blue Nos. 1 and 2, ARTIFICIAL FLAVOURING SUBSTANCES, Hydrogenated vegetable fats, SPICES AND CONDIMENTS ",nil
"Natural flavoring, Vitamins, Edible Vegetable Fat, ADDED ORANGE FLAVOUR",nil
"Hydrogenated Vegetable Oil, Orange Fruit Powder, whey protein concentrate, PRESERVATIVE (INS234), azodicarbonamide, microparticulated egg white protein, Palmolien Oil",nil
"niacinamide, ARTIFICIAL SWEETENERS, Antioxidant (300)., egg yolks, SOYA FLOUR, saffron",nil
"DOUGH CONDITIONER (223), autolyzed yeast extract, OATS, Acidity Regulator (260), CONTAINS PERMITTED NATURAL COLOUR, Whole Wheat Flour",nil
"EMULSIFIERS (322,472e,471), Anticaking Agent (INS 551), CORN FLAKES, DOUGH CONDITIONER (223), Acidity regulators (5000), 5010))&170(0)), Thiamine hydrochloride",nil
"whey, MIXED FRUIT, Cocoa solids, sugar",sugar
"SYNTHETIC FOOD COLOURS (INS 102 & 133), Baking soda, Noodle powder, Tomato Powder",nil
"Maple sugar, REFINED PALM OIL, Xylitol, COLOUR(S) (INS 150c, INS 150d), paprika oleoresin","Maple sugar, Xylitol"
"Carbon dioxide, papain, whey protein concentrate, LEMON JUICE CONCENTRATE",nil
"Thickener (508), lactase, colour (INS 150d), acesulfame-K, SYNTHETIC FOOD COLOURS, EMULSIFYING STABILIZING AGENTS (INS 414, INS 331, INS 415)",acesulfame-K
"PRESERVATIVE (211), Ascorbic acid, Spices, annatto extract, microparticulated egg white protein",nil
"CARBONATED WATER, NATURAL FOOD COLOUR (150), CEREAL PRODUCTS, alpha tocopherols",nil
"FD&C Yellow Nos. 5 and 6, Calcium silicate, Agave nectar, Vitamin A (Ace Vitamin D2 (Ergocalciferol)",Agave nectar
"Cocoa solids, FD&C Red Nos. 3 and 40, Acidity Regulator(INS 330 & INS 260)",nil
"IODISED SALT, FLAVOURING SUBSTANCES, HYDROGENATED VEGETABLE FAT, Spices & Condiments, ARTIFICIAL FLAVOUR SUBSTANCES (ROSE), EMULSIFYING STABILIZING AGENTS (INS 414, INS 331, INS 415), Rice Flakes",nil
"COCOA SOLIDS, fruit and vegetable juices, ACIDITY REGULATOR (CITRIC ACID)",nil
"EMULSIFIERS (E322, E476)., Hydrogenated vegetable fats, Leavening agent , Spices & Condiments",nil
"Palmolein, Brown sugar, IODISED SALT, Spices, EMULS 472e, 481 (1), Organic Whole Millets Flour, Gur (Jaggery)","Brown sugar, Gur (Jaggery)"
"Thickeners (508 & 412), LIQUID GLUCOSE, beta-carotene, polysorbates, Vitamin B2, Acidity Regulator (INS-330)",LIQUID GLUCOSE
"Cold Pressed Coconut Oil, FRUIT AND VEGETABLE EXTRACTS, FLAVOURING SUBSTANCES-CHOCOLATE, LIQUID GLUCOSE",LIQUID GLUCOSE
"Acidity regulators (5000), 5010))&170(0)), Cinnamon, ARTIFICIAL FLAVOURING SUBSTANCES-VANILLA, CHOCOLATE, Whole Wheat Flour, rennet, Neotame, Stabilizer (407)",Neotame
"egg yolks, Stabilizer (407), Calcium silicate, Acidity Regulator (260), Enzymes, Sucralose, Agave nectar","Sucralose, Agave nectar"
"Thickeners (508 & 412), CAFFEINE, Sodium Polyphosphate (Emulsifying Agent, E452(i))",nil
"Enzymes, Wheat Flour, Emulsifier (Soya lecithin), Vitamin B2 (Riboflavin), MANGO PULP, iron ammonium citrate",nil
"Jaggery, Bengal Gram , mineral (Calcium carbonate), Sweetener (960), sucralose, Ascorbic acid, Stevia","Jaggery, Sweetener (960), sucralose, Stevia"
"FD&C Blue Nos. 1 and 2, Dextrose, HYDROGENATED VEGETABLE OIL",Dextrose
"Neotame, Advantame, EDIBLE COMMON SALT","Neotame, Advantame"
"EMULSIFIERS (E322, E476)., chymosin, Enzymes, Sucrose, Hydrogenated vegetable fats",Sucrose
"Citrus Red No. 2, sorbitan monostearate, Gelatin, iron or ferrous sulfate, Ragi",nil
"Bengal gram dal, Stevia, aspartame","Stevia, aspartame"
"calcium lactate, Wheat gluten, Maple sugar, sodium benzoate, FLAVOURING SUBSTANCE",Maple sugar
"MILK SOLIDS, Isomalt, beta carotene, Toned Milk, hydrolyzed soy protein",Isomalt
"LIQUID GLUCOSE, Tomato Powder, REFINED WHEAT FLOUR, GLUTEN, Milk Solids",LIQUID GLUCOSE
"COCOA SOLIDS, Edible Vegetable Fat, EMULSIFIERS (E322, E476)., Edible common Sequestrant (339(1))",nil
"EMULSIFIERS (INS 322(1), INS 471)., Toned Milk, Acidity regulator (339(1)), Acidity Regulator (INS 260), REFINED PALMOLEIN, REFINED WHEAT FLOUR (53%), DOUGH CONDITIONER (223)",nil
"Edible Salt, ARTIFICIAL SWEETENERS, EDTA, Antioxidant (300).",nil
"calcium carbonate, calcium lactate, calcium sorbate, Anticaking Agent (INS 551), potassium iodide, Emulsifier (322), FLAVOURING SUBSTANCES",nil
"LIQUID GLUCOSE, neotame, Cocoa solids","LIQUID GLUCOSE, neotame"
"IMPROVER [BLEND OF ANTIOXIDANT 300, ANTICAKING AGENT 170(i) & FLOUR IMPROVER 1100], Vitamin E, CLASS II PRESERVATIVE, Rice Flakes, SYNTHETIC FOOD COLOURS (E102 & E133), Sweetener (960)",Sweetener (960)
"PRESERVATIVE (211), Red Chilli Powder, Soy Sauce Powder (soybean, wheat, salt), COMMON SALT",nil
"Antioxidant (INS 307b), NATURAL CEREAL FIBRE, Anticaking Agent E551, polysorbates, mono- and diglycerides",nil
"L-tryptophan, ANTICIDANT [300], Mannitol, Edible Vegetable Oil (Palmolein Oil)",Mannitol
"Soya Flour, SOYA FLOUR, Acidity Regulator (INS 260), annatto extract, Tomato Powder, guar gum, Turmeric Powder",nil
"RAISING AGENTS [503(ii),500(ii)], Antioxidant (INS 307b), azodicarbonamide, Peanut, calcium sorbate, Edible Vegetable Oil (Mustard Oil)",nil
"NATURAL ESSENTIAL OILS, RAISING NTS (INS 503(ii), INS 500(ii), INS 450(i)), COCOA SOLIDS (0.7%), riboflavin, ascorbic acid, INVERT SUGAR SYRUP, alpha tocopherols",INVERT SUGAR SYRUP
"SWEETENERS( 951, 950), Bengal gram dal, EMULSIFYING STABILIZING AGENTS (INS 414, INS 331, INS 415)","SWEETENERS( 951, 950)"
"ADDED ORANGE FLAVOUR, lactase, Red Chilli Powder, CHOCO CREAM, Tricalcium Phosphate, Wheat flour (Maida)",nil
"Food Colours (171, 110, 102),, Edible common Sequestrant (339(1)), Toned Milk, SYNTHETIC FOOD COLOURS, CHOCO CREAM, Rice Flakes, Acidity Regulator (INS-330)",nil
"Molasses, Vitamin B2 (Riboflavin), Cumin Seed, sodium carbonate",Molasses
"Acidity Regulator (E260), Cocoa Solids, ANTIOXIDANT (INS 322(1)), Soy Sauce Powder (soybean, wheat, salt), EMULSIFIERS [481(i), 471 & 472e]",nil
"Asafoetida, Dry Fruits powder, Calcium chloride, pectin, ANTICAKING AGENT(INS 554), EDTA",nil
"Monosodium glutamate, sorbitan monostearate, RICE FLOUR, sugar, Aspartame, Guava Pulp","sugar, Aspartame"
"aspartame, glucose, Antioxidant (300)., Acidity Regular (INS-330), CHOCO CREAM, modified food starch, RAISING AGENTS[503(ii),500 (ii),450(1)]","aspartame, glucose"
"ELAICHI FLAVOUR, Natural flavoring, sodium carbonate, NATURAL ESSENTIAL OILS, polysorbates, Refined Palm Oil, EMULSIFIERS (322,472e,471)",nil
"CAFFEINE, Yeast, sorbitan monostearate, ADDED FLAVOUR (NATURAL FLAVOURING SUBSTANCES, Emulsifier ((471),460()), FLAVOURING SUBSTANCE, SYNTHETIC FOOD COLOUR (INS 133)",nil
"Hydrogenated Vegetable Oil, carrageenan, calcium propionate, Yeast, SYNTHETIC FOOD COLOURS (INS 102 & 133)",nil
"ANTICIDANT [300], NATURE IDENTICAL FLAVOURING SUBSTANCES CHOCOLATE, WHEAT GLUTEN, ammonium phosphate",nil
"ANTIOXIDANT (INS 322(1)), Emulsifiers [471,481 (i)], corn syrup, Stabilisers (415, 466, 1400),, Ammonium sulfate, niacin, APPLE ACIDITY REGULATOR 330",corn syrup
"IODISED SALT, SWEETENER (955)., Purified Water, WHOLE WHEAT FLOUR(ATTA)",SWEETENER (955).
"EMULSIFIERS (322,412,472e,471), Thiamine hydrochloride, calcium propionate, Gelatin, EDIBLE VEGETABLE OIL (PALM)",nil
"Butter, Corn Flour, potassium iodide, mannitol, chymosin, FRUIT JUICE POWDER",mannitol
"Black Salt, sodium erythorbate, Cocoa Solids, Whole Wheat Flour, Iodized salt, neotame, SYNTHETIC FOOD COLOURS",neotame
"EMULSIFIERS [481(i), 471 & 472e], FRUIT AND VEGETABLE EXTRACTS, Antioxidant (INS 307b), Palm oil",nil
"NATURAL COLOUR (160a (i)), Agave nectar, RAGI FLOUR, sodium erythorbate",Agave nectar
"Soy Sauce Powder (soybean, wheat, salt), fructose, DOUGH CONDITIONER (223), Peas, SYNTHETIC FOOD COLOUR-124",fructose
"Calcium chloride, Emulsifier (322), DOUGH CONDITIONER (223), grape skin extract, Erythritol, ARTIFICIAL FLAVOURING SUBSTANCES ETHYL VANILLIN",Erythritol
"Malt Extract, Milk solids, tocopherols, Xylitol","Malt Extract, Xylitol"
"Cinnamon, stabilizer (INS 170), ARTIFICIAL SWEETENERS, Edible Vegetable Oil (Soyabean, Palmolein), Wheat gluten, EDIBLE VEGETABLE OILS (PALM), Acidity regulators (330&500())",nil
"Flour Treatment Agent (1100), Refined Soyabean Oil, annatto extract",nil
"HYDROGENATED VEGETABLE OIL, Gur, xanthan gum, Dry Fruits powder, CAFFEINE, glucose","Gur, glucose"
"FD&C Red Nos. 3 and 40, artificial flavor, EMULSIFIERS (E322, E476)., Orange Juice Concentrate, Edible Common salt, L-methionine, Acidity Regulator (260)",nil
"Calcium silicate, Antioxidant (INS 320), COLOUR(S) (INS 150c, INS 150d), Lactic acid, WHEAT GLUTEN, CHOCO CREAM, CORN FLAKES",nil
"WHEAT FLOUR, Dehydrated Vegetables (carrot, parsley), MILK SOLIDS",nil
"RAGI FLOUR, Acidity Regulator (INS 330), Whole Wheat, Mixed Spices, Humectant (4510), Acidity regulators (5000), 5010))&170(0))",nil
"mineral (Calcium carbonate), Acidity Regulator(INS 330 & INS 260), Sodium Hydrogen Carbonate (Raising Agent, E500 (ii)), iron or ferrous sulfate, Gur, Enzymes, ADDED FLAVOUR SUBSTANCES",Gur
"SPICES AND CONDIMENTS , HONEY, ARTIFICIAL FLAVOURING SUBSTANCES ETHYL VANILLIN, mono- and diglycerides, Ascorbic acid",HONEY
"Maple sugar, CEREAL PRODUCTS, potassium iodide, ADDED FLAVOUR (NATURAL FLAVOURING SUBSTANCES, ARTIFICIAL SWEETENERS, Stabilizer (407)",Maple sugar
"Wheat flour (Maida), EDTA, ROLLED OATS, Gur (Jaggery)",Gur (Jaggery)
"EDIBLE VEGETABLE OILS (PALM), cochineal extract or carmine, Black Salt, acesulfame-K, Maltitol","acesulfame-K, Maltitol"
"NATURAL SPICE OILS, Palm oil, Vitamin B1 (The chloride hydrochloride), Black Salt, EMULSIFIER, PRESERVATIVE-211, WHEAT FLOUR",nil
"Sodium Hydrogen Carbonate (Raising Agent, E500 (ii)), Stevia Leaf Extract, rennet, Agave syrup","Stevia Leaf Extract, Agave syrup"
"Edible Vegetable Fat, sodium erythorbate, niacin",nil
"DOUGH CONDITIONER (223), COLOUR(S) (INS 150c, INS 150d), Leavening agents ((5000), 503))",nil
"Artificial flavoring substance., FD&C Blue Nos. 1 and 2, saccharin, Mineral (Zinc B, Vitamin E (Acetate), IODISED SALT, RAGI FLOUR",saccharin
"Ammonium sulfate, SOYA FLOUR, citric acid, annatto extract, Maple sugar",Maple sugar
"FRUIT JUICE POWDER, SPICES AND CONDIMENTS , silicon dioxide, Edible Salt, azodicarbonamide, Edible starch",nil
"REFINED PALM OIL, Sesame Seeds, high fructose corn syrup, Organic Jaggery, Maple sugar","high fructose corn syrup, Organic Jaggery, Maple sugar"
"IMPROVER [BLEND OF ANTIOXIDANT 300, ANTICAKING AGENT 170(i) & FLOUR IMPROVER 1100], ORANGE JUICE, ARTIFICIAL FLAVOURING SUBSTANCES, Guava Pulp, Peanut, Edible vegetable oil (Palm oil)",nil
"Ammonium sulfate, lodized Salt, CEREAL PRODUCTS, Cold Pressed Coconut Oil, COCOA BUTTER, SYNTHETIC FOOD COLOURS (E102 & E133)",nil
"NATURE IDENTICAL FLAVOURING SUBSTANCES CHOCOLATE, paprika oleoresin, corn flour, Acidity Regulator (E260)",nil
"COCOA SOLIDS, NATURAL FOOD COLOUR (150), SYNTHETIC FOOD COLOURS (INS 102 & 133), RAISING NTS (INS 503(ii), INS 500(ii), INS 450(i)), COCOA SOLIDS (0.7%), Sodium Benzoate (INS 211)., Emulsifier (Soya lecithin)",nil
"Hydrogenated vegetable fat, Acidity Regulator (330), Acidity Regulator (INS 330).",nil
"Peanut, Mineral (Zinc B, Vitamin E (Acetate), guar gum, FD&C Blue Nos. 1 and 2",nil
"Gur (Jaggery), MILK SOLIDS, HYDROGENATED VEGETABLE FAT",Gur (Jaggery)
"Leavening agent , annatto extract, Cocoa solids,  ACIDITY REGULATORS (330, 331()), Cellulose gel",nil
"ARTIFICIAL FLAVOUR SUBSTANCES (ROSE), carrageenan, Neotame, ammonium phosphate, ADDED ORANGE FLAVOURS ",Neotame
"EMULSIFIERS [481(i), 471 & 472e], Food Colours (171, 110, 102),, Wheat Flour, RAISING AGENTS[503(ii),500 (ii),450(1)]",nil
"polysorbates, papain, colour (INS 150d), FLAVOURING SUBSTANCES-CHOCOLATE",nil
"riboflavin, corn syrup, Dextrose","corn syrup, Dextrose"
"Yeast, WHOLE WHEAT FLOUR(ATTA), Tertiary Butylhydroquinone (Antioxidant, E319), sorbitan monostearate, Anticaking Agent E551, Leavening agents ((5000), 503)), Food Colours (171, 110, 102),",nil
"Leavening agent , hydrolyzed soy protein, Acidity Regulator (INS 330), folate or folic acid, FLAVOURING SUBSTANCES",nil
"beta-carotene, BHA, APPLE ACIDITY REGULATOR 330",nil
"Mixed Spices, NATURAL SPICE OILS, L-tryptophan, Orange B, Orange Juice Concentrate, Acidity Regulator(INS 330 & INS 260)",nil
"Thickeners (508 & 412), SYNTHETIC FOOD COLOURS (INS 102 & 133), Flour Treatment Agent (1100), FD&C Red Nos. 3 and 40, Refined Palmolein oil, Flax & Sesame Seeds, Acidity Regulator (INS-330)",nil
"Double Toned Milk, Maple sugar, Molasses, disodium guanylate or inosinate, Cumin Seed, STABILIZER (E 440)","Maple sugar, Molasses"
"FD&C Red Nos. 3 and 40, Orange B, Soy lecithin, REFINED PALMOLEIN, NATURAL COLOUR (160a (i)), Sweetener (960)",Sweetener (960)
"Emulsifier (322), SOYA FLOUR, Acidity Regulator (INS 260), ACIDITY REGULATOR (INS 330), Refined Soyabean Oil, Acidity Regulator (260), WHEAT BRAN",nil
